time,timestamp_received,timestamp,trip,signal,isLive,Battery_voltage,Fuel_level,Intake_manifold_absolute_pressure,Throttle_position,Accelerator_pedal_position,Coolant_temperature,Vehicle_Speed,Engine_speed,Target_air_fuel_ratio,Current_gear_shift_position_(Current_gear),Cumulative_mileage,Clutch_torque,Trip_fuel_consumption,RON_factor,0313,0314,033d,0345,0348,0409,040a,altitude,latitude,longitude,satelites,bearing,angular_speed,slope,correct_altitude
328,2024-09-14 17:18:49,2024-09-14 17:18:16,126,0,True,9.714,1.529,34,4.125,0.0,34,0,1035.0,12.6,13.0,6219.453,-7.688,2925.344,0.0,,,,,,,,0,0.0,0.0,0,244.91,-0.0010038004627571,0.0,1242.4
828,2024-09-14 17:18:49,2024-09-14 17:18:16,126,0,True,9.714,2.906,33,3.969,0.0,34,0,1028.75,12.7,13.0,6219.453,-7.938,3066.297,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
1328,2024-09-14 17:18:49,2024-09-14 17:18:16,126,0,True,9.714,4.145,34,3.934,0.0,34,0,985.25,12.8,13.0,6219.453,-6.625,3261.344,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
1828,2024-09-14 17:18:49,2024-09-14 17:18:16,126,0,True,9.643,5.26,34,3.752,0.0,34,0,975.0,12.9,13.0,6219.453,-6.062,3463.641,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
2328,2024-09-14 17:32:43,2024-09-14 17:18:18,126,0,False,9.643,6.263,34,3.725,0.0,34,0,963.0,13.0,13.0,6219.453,-5.812,3658.469,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
2828,2024-09-14 17:32:43,2024-09-14 17:18:18,126,0,False,9.571,7.166,34,3.783,0.0,34,0,941.75,13.0,13.0,6219.453,-4.125,3831.672,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
3328,2024-09-14 17:32:43,2024-09-14 17:18:18,126,0,False,9.571,7.979,34,3.766,0.0,35,0,958.0,13.1,13.0,6219.453,-6.062,4022.016,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
3828,2024-09-14 17:32:43,2024-09-14 17:18:18,126,0,False,9.643,8.75,33,3.752,0.0,34,0,951.0,13.1,13.0,6219.453,-5.5,4193.562,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
4328,2024-09-14 17:32:44,2024-09-14 17:18:20,126,0,False,9.714,9.404,34,3.695,0.0,34,0,953.5,13.2,13.0,6219.453,-6.188,4419.406,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
4828,2024-09-14 17:32:44,2024-09-14 17:18:20,126,0,False,9.714,9.993,33,3.75,0.0,34,0,953.25,13.2,13.0,6219.453,-6.125,4543.219,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
5328,2024-09-14 17:32:44,2024-09-14 17:18:20,126,0,False,9.714,10.523,33,3.637,0.0,34,0,961.5,13.2,13.0,6219.453,-6.312,4721.562,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
5828,2024-09-14 17:32:44,2024-09-14 17:18:20,126,0,False,9.714,11.0,33,3.674,0.0,35,0,948.25,13.3,13.0,6219.453,-5.625,4899.453,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
6328,2024-09-14 17:32:45,2024-09-14 17:18:22,126,0,False,9.786,11.43,34,6.088,15.469,35,0,929.25,13.0,13.0,6219.453,14.812,5101.062,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
6828,2024-09-14 17:32:45,2024-09-14 17:18:22,126,0,False,9.643,11.816,66,11.486,16.522,35,0,940.0,12.2,13.0,6219.453,26.0,5406.938,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
7328,2024-09-14 17:32:45,2024-09-14 17:18:22,126,0,False,8.929,11.889,73,11.645,16.522,35,0,1009.5,12.4,13.0,6219.453,28.875,6132.953,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
7828,2024-09-14 17:32:45,2024-09-14 17:18:22,126,0,False,9.357,12.073,69,12.129,19.327,35,0,966.75,12.2,13.0,6219.453,25.438,6704.578,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
8328,2024-09-14 17:32:46,2024-09-14 17:18:24,126,0,False,9.214,12.238,87,18.861,23.734,35,0,649.75,12.1,13.0,6219.453,39.812,7286.688,0.0,,,,,,,,0,0.0,0.0,0,244.91,0.0,0.0,1242.4
